"date","ticker","shares","closing_price","portfolio_value","received_dividends","name","portfolio"
"2020-05-27","AAPL",320,"79.53","25449.60","0.00","Apple Inc","Portfolio Joshua"
"2020-05-28","AAPL",320,"79.56","25459.20","0.00","Apple Inc","Portfolio Joshua"
"2020-05-29","AAPL",320,"79.49","25436.80","0.00","Apple Inc","Portfolio Joshua"
"2020-05-30","AAPL",320,"79.49","25436.80","0","Apple Inc","Portfolio Joshua"
"2020-05-31","AAPL",320,"79.49","25436.80","0","Apple Inc","Portfolio Joshua"
"2020-06-01","AAPL",320,"80.46","25747.20","0.00","Apple Inc","Portfolio Joshua"
"2020-06-02","AAPL",320,"80.83","25865.60","0.00","Apple Inc","Portfolio Joshua"
"2020-06-03","AAPL",320,"81.28","26009.60","0.00","Apple Inc","Portfolio Joshua"
"2020-06-04","AAPL",320,"80.58","25785.60","0.00","Apple Inc","Portfolio Joshua"
"2020-06-05","AAPL",320,"82.88","26521.60","0.00","Apple Inc","Portfolio Joshua"
"2020-06-06","AAPL",320,"82.88","26521.60","0","Apple Inc","Portfolio Joshua"
"2020-06-07","AAPL",320,"82.88","26521.60","0","Apple Inc","Portfolio Joshua"
"2020-06-08","AAPL",320,"83.36","26675.20","0.00","Apple Inc","Portfolio Joshua"
"2020-06-09","AAPL",320,"86.00","27520.00","0.00","Apple Inc","Portfolio Joshua"
"2020-06-10","AAPL",320,"88.21","28227.20","0.00","Apple Inc","Portfolio Joshua"
"2020-06-11","AAPL",320,"83.97","26870.40","0.00","Apple Inc","Portfolio Joshua"
"2020-06-12","AAPL",320,"84.70","27104.00","0.00","Apple Inc","Portfolio Joshua"
"2020-06-13","AAPL",320,"84.70","27104.00","0","Apple Inc","Portfolio Joshua"
"2020-06-14","AAPL",320,"84.70","27104.00","0","Apple Inc","Portfolio Joshua"
"2020-06-15","AAPL",320,"85.75","27440.00","0.00","Apple Inc","Portfolio Joshua"
"2020-06-16","AAPL",320,"88.02","28166.40","0.00","Apple Inc","Portfolio Joshua"
"2020-06-17","AAPL",320,"87.90","28128.00","0.00","Apple Inc","Portfolio Joshua"
"2020-06-18","AAPL",320,"87.93","28137.60","0.00","Apple Inc","Portfolio Joshua"
"2020-06-19","AAPL",320,"87.43","27977.60","0.00","Apple Inc","Portfolio Joshua"
"2020-06-20","AAPL",320,"87.43","27977.60","0","Apple Inc","Portfolio Joshua"
"2020-06-21","AAPL",320,"87.43","27977.60","0","Apple Inc","Portfolio Joshua"
"2020-06-22","AAPL",320,"89.72","28710.40","0.00","Apple Inc","Portfolio Joshua"
"2020-06-23","AAPL",320,"91.63","29321.60","0.00","Apple Inc","Portfolio Joshua"
"2020-06-24","AAPL",320,"90.01","28803.20","0.00","Apple Inc","Portfolio Joshua"
"2020-06-25","AAPL",320,"91.21","29187.20","0.00","Apple Inc","Portfolio Joshua"
"2020-06-26","AAPL",320,"88.41","28291.20","0.00","Apple Inc","Portfolio Joshua"
"2020-06-27","AAPL",320,"88.41","28291.20","0","Apple Inc","Portfolio Joshua"
"2020-06-28","AAPL",320,"88.41","28291.20","0","Apple Inc","Portfolio Joshua"
"2020-06-29","AAPL",320,"90.44","28940.80","0.00","Apple Inc","Portfolio Joshua"
"2020-06-30","AAPL",320,"91.20","29184.00","0.00","Apple Inc","Portfolio Joshua"
"2020-07-01","AAPL",320,"91.03","29129.60","0.00","Apple Inc","Portfolio Joshua"
"2020-07-02","AAPL",320,"91.03","29129.60","0.00","Apple Inc","Portfolio Joshua"
"2020-07-03","AAPL",320,"91.03","29129.60","0","Apple Inc","Portfolio Joshua"
"2020-07-04","AAPL",320,"91.03","29129.60","0","Apple Inc","Portfolio Joshua"
"2020-07-05","AAPL",320,"91.03","29129.60","0","Apple Inc","Portfolio Joshua"
"2020-07-06","AAPL",320,"93.46","29907.20","0.00","Apple Inc","Portfolio Joshua"
"2020-07-07","AAPL",320,"93.17","29814.40","0.00","Apple Inc","Portfolio Joshua"
"2020-07-08","AAPL",320,"95.34","30508.80","0.00","Apple Inc","Portfolio Joshua"
"2020-07-09","AAPL",320,"95.75","30640.00","0.00","Apple Inc","Portfolio Joshua"
"2020-07-10","AAPL",320,"95.92","30694.40","0.00","Apple Inc","Portfolio Joshua"
"2020-07-11","AAPL",320,"95.92","30694.40","0","Apple Inc","Portfolio Joshua"
"2020-07-12","AAPL",320,"95.92","30694.40","0","Apple Inc","Portfolio Joshua"
"2020-07-13","AAPL",320,"95.48","30553.60","0.00","Apple Inc","Portfolio Joshua"
"2020-07-14","AAPL",320,"97.06","31059.20","0.00","Apple Inc","Portfolio Joshua"
"2020-07-15","AAPL",320,"97.72","31270.40","0.00","Apple Inc","Portfolio Joshua"
"2020-07-16","AAPL",320,"96.52","30886.40","0.00","Apple Inc","Portfolio Joshua"
"2020-07-17","AAPL",320,"96.33","30825.60","0.00","Apple Inc","Portfolio Joshua"
"2020-07-18","AAPL",320,"96.33","30825.60","0","Apple Inc","Portfolio Joshua"
"2020-07-19","AAPL",320,"96.33","30825.60","0","Apple Inc","Portfolio Joshua"
"2020-07-20","AAPL",320,"98.36","31475.20","0.00","Apple Inc","Portfolio Joshua"
"2020-07-21","AAPL",320,"97.00","31040.00","0.00","Apple Inc","Portfolio Joshua"
"2020-07-22","AAPL",320,"97.27","31126.40","0.00","Apple Inc","Portfolio Joshua"
"2020-07-23","AAPL",320,"92.85","29712.00","0.00","Apple Inc","Portfolio Joshua"
"2020-07-24","AAPL",320,"92.61","29635.20","0.00","Apple Inc","Portfolio Joshua"
"2020-07-25","AAPL",320,"92.61","29635.20","0","Apple Inc","Portfolio Joshua"
"2020-07-26","AAPL",320,"92.61","29635.20","0","Apple Inc","Portfolio Joshua"
"2020-07-27","AAPL",320,"94.81","30339.20","0.00","Apple Inc","Portfolio Joshua"
"2020-07-28","AAPL",320,"93.25","29840.00","0.00","Apple Inc","Portfolio Joshua"
"2020-07-29","AAPL",320,"95.04","30412.80","0.00","Apple Inc","Portfolio Joshua"
"2020-07-30","AAPL",320,"96.19","30780.80","0.00","Apple Inc","Portfolio Joshua"
"2020-07-31","AAPL",320,"106.26","34003.20","0.00","Apple Inc","Portfolio Joshua"
"2020-08-01","AAPL",320,"106.26","34003.20","0","Apple Inc","Portfolio Joshua"
"2020-08-02","AAPL",320,"106.26","34003.20","0","Apple Inc","Portfolio Joshua"
"2020-08-03","AAPL",320,"108.94","34860.80","0.00","Apple Inc","Portfolio Joshua"
"2020-08-04","AAPL",320,"109.67","35094.40","0.00","Apple Inc","Portfolio Joshua"
"2020-08-05","AAPL",320,"110.06","35219.20","0.00","Apple Inc","Portfolio Joshua"
"2020-08-06","AAPL",320,"113.90","36448.00","0.00","Apple Inc","Portfolio Joshua"
"2020-08-07","AAPL",320,"111.11","35555.20","67.20","Apple Inc","Portfolio Joshua"
"2020-08-08","AAPL",320,"111.11","35555.20","0","Apple Inc","Portfolio Joshua"
"2020-08-09","AAPL",320,"111.11","35555.20","0","Apple Inc","Portfolio Joshua"
"2020-08-10","AAPL",320,"112.73","36073.60","0.00","Apple Inc","Portfolio Joshua"
"2020-08-11","AAPL",320,"109.38","35001.60","0.00","Apple Inc","Portfolio Joshua"
"2020-08-12","AAPL",320,"113.01","36163.20","0.00","Apple Inc","Portfolio Joshua"
"2020-08-13","AAPL",320,"115.01","36803.20","0.00","Apple Inc","Portfolio Joshua"
"2020-08-14","AAPL",320,"114.91","36771.20","0.00","Apple Inc","Portfolio Joshua"
"2020-08-15","AAPL",320,"114.91","36771.20","0","Apple Inc","Portfolio Joshua"
"2020-08-16","AAPL",320,"114.91","36771.20","0","Apple Inc","Portfolio Joshua"
"2020-08-17","AAPL",320,"114.61","36675.20","0.00","Apple Inc","Portfolio Joshua"
"2020-08-18","AAPL",320,"115.56","36979.20","0.00","Apple Inc","Portfolio Joshua"
"2020-08-19","AAPL",320,"115.71","37027.20","0.00","Apple Inc","Portfolio Joshua"
"2020-08-20","AAPL",320,"118.28","37849.60","0.00","Apple Inc","Portfolio Joshua"
"2020-08-21","AAPL",320,"124.37","39798.40","0.00","Apple Inc","Portfolio Joshua"
"2020-08-22","AAPL",320,"124.37","39798.40","0","Apple Inc","Portfolio Joshua"
"2020-08-23","AAPL",320,"124.37","39798.40","0","Apple Inc","Portfolio Joshua"
"2020-08-24","AAPL",320,"125.86","40275.20","0.00","Apple Inc","Portfolio Joshua"
"2020-08-25","AAPL",320,"124.82","39942.40","0.00","Apple Inc","Portfolio Joshua"
"2020-08-26","AAPL",320,"126.52","40486.40","0.00","Apple Inc","Portfolio Joshua"
"2020-08-27","AAPL",320,"125.01","40003.20","0.00","Apple Inc","Portfolio Joshua"
"2020-08-28","AAPL",320,"124.81","39939.20","0.00","Apple Inc","Portfolio Joshua"
"2020-08-29","AAPL",320,"124.81","39939.20","0","Apple Inc","Portfolio Joshua"
"2020-08-30","AAPL",320,"124.81","39939.20","0","Apple Inc","Portfolio Joshua"
"2020-08-31","AAPL",320,"129.04","41292.80","0.00","Apple Inc","Portfolio Joshua"
"2020-09-01","AAPL",320,"134.18","42937.60","0.00","Apple Inc","Portfolio Joshua"
"2020-09-02","AAPL",320,"131.40","42048.00","0.00","Apple Inc","Portfolio Joshua"
"2020-09-03","AAPL",320,"120.88","38681.60","0.00","Apple Inc","Portfolio Joshua"
"2020-09-04","AAPL",320,"120.96","38707.20","0.00","Apple Inc","Portfolio Joshua"
"2020-09-05","AAPL",320,"120.96","38707.20","0","Apple Inc","Portfolio Joshua"
"2020-09-06","AAPL",320,"120.96","38707.20","0","Apple Inc","Portfolio Joshua"
"2020-09-07","AAPL",320,"120.96","38707.20","0","Apple Inc","Portfolio Joshua"
"2020-09-08","AAPL",320,"112.82","36102.40","0.00","Apple Inc","Portfolio Joshua"
"2020-09-09","AAPL",320,"117.32","37542.40","0.00","Apple Inc","Portfolio Joshua"
"2020-09-10","AAPL",320,"113.49","36316.80","0.00","Apple Inc","Portfolio Joshua"
"2020-09-11","AAPL",320,"112.00","35840.00","0.00","Apple Inc","Portfolio Joshua"
"2020-09-12","AAPL",320,"112.00","35840.00","0","Apple Inc","Portfolio Joshua"
"2020-09-13","AAPL",320,"112.00","35840.00","0","Apple Inc","Portfolio Joshua"
"2020-09-14","AAPL",320,"115.36","36915.20","0.00","Apple Inc","Portfolio Joshua"
"2020-09-15","AAPL",320,"115.54","36972.80","0.00","Apple Inc","Portfolio Joshua"
"2020-09-16","AAPL",320,"112.13","35881.60","0.00","Apple Inc","Portfolio Joshua"
"2020-09-17","AAPL",320,"110.34","35308.80","0.00","Apple Inc","Portfolio Joshua"
"2020-09-18","AAPL",320,"106.84","34188.80","0.00","Apple Inc","Portfolio Joshua"
"2020-09-19","AAPL",320,"106.84","34188.80","0","Apple Inc","Portfolio Joshua"
"2020-09-20","AAPL",320,"106.84","34188.80","0","Apple Inc","Portfolio Joshua"
"2020-09-21","AAPL",320,"110.08","35225.60","0.00","Apple Inc","Portfolio Joshua"
"2020-09-22","AAPL",320,"111.81","35779.20","0.00","Apple Inc","Portfolio Joshua"
"2020-09-23","AAPL",320,"107.12","34278.40","0.00","Apple Inc","Portfolio Joshua"
"2020-09-24","AAPL",320,"108.22","34630.40","0.00","Apple Inc","Portfolio Joshua"
"2020-09-25","AAPL",320,"112.28","35929.60","0.00","Apple Inc","Portfolio Joshua"
"2020-09-26","AAPL",320,"112.28","35929.60","0","Apple Inc","Portfolio Joshua"
"2020-09-27","AAPL",320,"112.28","35929.60","0","Apple Inc","Portfolio Joshua"
"2020-09-28","AAPL",320,"114.96","36787.20","0.00","Apple Inc","Portfolio Joshua"
"2020-09-29","AAPL",320,"114.09","36508.80","0.00","Apple Inc","Portfolio Joshua"
"2020-09-30","AAPL",320,"115.81","37059.20","0.00","Apple Inc","Portfolio Joshua"
"2020-10-01","AAPL",320,"116.79","37372.80","0.00","Apple Inc","Portfolio Joshua"
"2020-10-02","AAPL",320,"113.02","36166.40","0.00","Apple Inc","Portfolio Joshua"
"2020-10-03","AAPL",320,"113.02","36166.40","0","Apple Inc","Portfolio Joshua"
"2020-10-04","AAPL",320,"113.02","36166.40","0","Apple Inc","Portfolio Joshua"
"2020-10-05","AAPL",320,"116.50","37280.00","0.00","Apple Inc","Portfolio Joshua"
"2020-10-06","AAPL",320,"113.16","36211.20","0.00","Apple Inc","Portfolio Joshua"
"2020-10-07","AAPL",320,"115.08","36825.60","0.00","Apple Inc","Portfolio Joshua"
"2020-10-08","AAPL",320,"114.97","36790.40","0.00","Apple Inc","Portfolio Joshua"
"2020-10-09","AAPL",320,"116.97","37430.40","0.00","Apple Inc","Portfolio Joshua"
"2020-10-10","AAPL",320,"116.97","37430.40","0","Apple Inc","Portfolio Joshua"
"2020-10-11","AAPL",320,"116.97","37430.40","0","Apple Inc","Portfolio Joshua"
"2020-10-12","AAPL",320,"124.40","39808.00","0.00","Apple Inc","Portfolio Joshua"
"2020-10-13","AAPL",320,"121.10","38752.00","0.00","Apple Inc","Portfolio Joshua"
"2020-10-14","AAPL",320,"121.19","38780.80","0.00","Apple Inc","Portfolio Joshua"
"2020-10-15","AAPL",320,"120.71","38627.20","0.00","Apple Inc","Portfolio Joshua"
"2020-10-16","AAPL",320,"119.02","38086.40","0.00","Apple Inc","Portfolio Joshua"
"2020-10-17","AAPL",320,"119.02","38086.40","0","Apple Inc","Portfolio Joshua"
"2020-10-18","AAPL",320,"119.02","38086.40","0","Apple Inc","Portfolio Joshua"
"2020-10-19","AAPL",320,"115.98","37113.60","0.00","Apple Inc","Portfolio Joshua"
"2020-10-20","AAPL",320,"117.51","37603.20","0.00","Apple Inc","Portfolio Joshua"
"2020-10-21","AAPL",320,"116.87","37398.40","0.00","Apple Inc","Portfolio Joshua"
"2020-10-22","AAPL",320,"115.75","37040.00","0.00","Apple Inc","Portfolio Joshua"
"2020-10-23","AAPL",320,"115.04","36812.80","0.00","Apple Inc","Portfolio Joshua"
"2020-10-24","AAPL",320,"115.04","36812.80","0","Apple Inc","Portfolio Joshua"
"2020-10-25","AAPL",320,"115.04","36812.80","0","Apple Inc","Portfolio Joshua"
"2020-10-26","AAPL",320,"115.05","36816.00","0.00","Apple Inc","Portfolio Joshua"
"2020-10-27","AAPL",320,"116.60","37312.00","0.00","Apple Inc","Portfolio Joshua"
"2020-10-28","AAPL",320,"111.20","35584.00","0.00","Apple Inc","Portfolio Joshua"
"2020-10-29","AAPL",320,"115.32","36902.40","0.00","Apple Inc","Portfolio Joshua"
"2020-10-30","AAPL",320,"108.86","34835.20","0.00","Apple Inc","Portfolio Joshua"
"2020-10-31","AAPL",320,"108.86","34835.20","0","Apple Inc","Portfolio Joshua"
"2020-11-01","AAPL",320,"108.86","34835.20","0","Apple Inc","Portfolio Joshua"
"2020-11-02","AAPL",320,"108.77","34806.40","0.00","Apple Inc","Portfolio Joshua"
"2020-11-03","AAPL",320,"110.44","35340.80","0.00","Apple Inc","Portfolio Joshua"
"2020-11-04","AAPL",320,"114.95","36784.00","0.00","Apple Inc","Portfolio Joshua"
"2020-11-05","AAPL",320,"119.03","38089.60","0.00","Apple Inc","Portfolio Joshua"
"2020-11-06","AAPL",320,"118.69","37980.80","67.20","Apple Inc","Portfolio Joshua"
"2020-11-07","AAPL",320,"118.69","37980.80","0","Apple Inc","Portfolio Joshua"
"2020-11-08","AAPL",320,"118.69","37980.80","0","Apple Inc","Portfolio Joshua"
"2020-11-09","AAPL",320,"116.32","37222.40","0.00","Apple Inc","Portfolio Joshua"
"2020-11-10","AAPL",320,"115.97","37110.40","0.00","Apple Inc","Portfolio Joshua"
"2020-11-11","AAPL",320,"119.49","38236.80","0.00","Apple Inc","Portfolio Joshua"
"2020-11-12","AAPL",320,"119.21","38147.20","0.00","Apple Inc","Portfolio Joshua"
"2020-11-13","AAPL",320,"119.26","38163.20","0.00","Apple Inc","Portfolio Joshua"
"2020-11-14","AAPL",320,"119.26","38163.20","0","Apple Inc","Portfolio Joshua"
"2020-11-15","AAPL",320,"119.26","38163.20","0","Apple Inc","Portfolio Joshua"
"2020-11-16","AAPL",320,"120.30","38496.00","0.00","Apple Inc","Portfolio Joshua"
"2020-11-17","AAPL",320,"119.39","38204.80","0.00","Apple Inc","Portfolio Joshua"
"2020-11-18","AAPL",320,"118.03","37769.60","0.00","Apple Inc","Portfolio Joshua"
"2020-11-19","AAPL",320,"118.64","37964.80","0.00","Apple Inc","Portfolio Joshua"
"2020-11-20","AAPL",320,"117.34","37548.80","0.00","Apple Inc","Portfolio Joshua"
"2020-11-21","AAPL",320,"117.34","37548.80","0","Apple Inc","Portfolio Joshua"
"2020-11-22","AAPL",320,"117.34","37548.80","0","Apple Inc","Portfolio Joshua"
"2020-11-23","AAPL",320,"113.85","36432.00","0.00","Apple Inc","Portfolio Joshua"
"2020-11-24","AAPL",320,"115.17","36854.40","0.00","Apple Inc","Portfolio Joshua"
"2020-11-25","AAPL",320,"116.03","37129.60","0.00","Apple Inc","Portfolio Joshua"
"2020-11-26","AAPL",320,"116.03","37129.60","0","Apple Inc","Portfolio Joshua"
"2020-11-27","AAPL",320,"116.59","37308.80","0.00","Apple Inc","Portfolio Joshua"
"2020-11-28","AAPL",320,"116.59","37308.80","0","Apple Inc","Portfolio Joshua"
"2020-11-29","AAPL",320,"116.59","37308.80","0","Apple Inc","Portfolio Joshua"
"2020-11-30","AAPL",320,"119.05","38096.00","0.00","Apple Inc","Portfolio Joshua"
"2020-12-01","AAPL",320,"122.72","39270.40","0.00","Apple Inc","Portfolio Joshua"
"2020-12-02","AAPL",320,"123.08","39385.60","0.00","Apple Inc","Portfolio Joshua"
"2020-12-03","AAPL",320,"122.94","39340.80","0.00","Apple Inc","Portfolio Joshua"
"2020-12-04","AAPL",320,"122.25","39120.00","0.00","Apple Inc","Portfolio Joshua"
"2020-12-05","AAPL",320,"122.25","39120.00","0","Apple Inc","Portfolio Joshua"
"2020-12-06","AAPL",320,"122.25","39120.00","0","Apple Inc","Portfolio Joshua"
"2020-12-07","AAPL",320,"123.75","39600.00","0.00","Apple Inc","Portfolio Joshua"
"2020-12-08","AAPL",320,"124.38","39801.60","0.00","Apple Inc","Portfolio Joshua"
"2020-12-09","AAPL",320,"121.78","38969.60","0.00","Apple Inc","Portfolio Joshua"
"2020-12-10","AAPL",320,"123.24","39436.80","0.00","Apple Inc","Portfolio Joshua"
"2020-12-11","AAPL",320,"122.41","39171.20","0.00","Apple Inc","Portfolio Joshua"
"2020-12-12","AAPL",320,"122.41","39171.20","0","Apple Inc","Portfolio Joshua"
"2020-12-13","AAPL",320,"122.41","39171.20","0","Apple Inc","Portfolio Joshua"
"2020-12-14","AAPL",320,"121.78","38969.60","0.00","Apple Inc","Portfolio Joshua"
"2020-12-15","AAPL",320,"127.88","40921.60","0.00","Apple Inc","Portfolio Joshua"
"2020-12-16","AAPL",320,"127.81","40899.20","0.00","Apple Inc","Portfolio Joshua"
"2020-12-17","AAPL",320,"128.70","41184.00","0.00","Apple Inc","Portfolio Joshua"
"2020-12-18","AAPL",320,"126.66","40531.20","0.00","Apple Inc","Portfolio Joshua"
"2020-12-19","AAPL",320,"126.66","40531.20","0","Apple Inc","Portfolio Joshua"
"2020-12-20","AAPL",320,"126.66","40531.20","0","Apple Inc","Portfolio Joshua"
"2020-12-21","AAPL",320,"128.23","41033.60","0.00","Apple Inc","Portfolio Joshua"
"2020-12-22","AAPL",320,"131.88","42201.60","0.00","Apple Inc","Portfolio Joshua"
"2020-12-23","AAPL",320,"130.96","41907.20","0.00","Apple Inc","Portfolio Joshua"
"2020-12-24","AAPL",320,"131.97","42230.40","0.00","Apple Inc","Portfolio Joshua"
"2020-12-25","AAPL",320,"131.97","42230.40","0","Apple Inc","Portfolio Joshua"
"2020-12-26","AAPL",320,"131.97","42230.40","0","Apple Inc","Portfolio Joshua"
"2020-12-27","AAPL",320,"131.97","42230.40","0","Apple Inc","Portfolio Joshua"
"2020-12-28","AAPL",320,"136.69","43740.80","0.00","Apple Inc","Portfolio Joshua"
"2020-12-29","AAPL",320,"134.87","43158.40","0.00","Apple Inc","Portfolio Joshua"
"2020-12-30","AAPL",320,"133.72","42790.40","0.00","Apple Inc","Portfolio Joshua"
"2020-12-31","AAPL",320,"132.69","42460.80","0.00","Apple Inc","Portfolio Joshua"
"2021-01-01","AAPL",320,"132.69","42460.80","0","Apple Inc","Portfolio Joshua"
"2021-01-02","AAPL",320,"132.69","42460.80","0","Apple Inc","Portfolio Joshua"
"2021-01-03","AAPL",320,"132.69","42460.80","0","Apple Inc","Portfolio Joshua"
"2021-01-04","AAPL",320,"129.41","41411.20","0.00","Apple Inc","Portfolio Joshua"
"2021-01-05","AAPL",320,"131.01","41923.20","0.00","Apple Inc","Portfolio Joshua"
"2021-01-06","AAPL",320,"126.60","40512.00","0.00","Apple Inc","Portfolio Joshua"
"2021-01-07","AAPL",320,"130.92","41894.40","0.00","Apple Inc","Portfolio Joshua"
"2021-01-08","AAPL",320,"132.05","42256.00","0.00","Apple Inc","Portfolio Joshua"
"2021-01-09","AAPL",320,"132.05","42256.00","0","Apple Inc","Portfolio Joshua"
"2021-01-10","AAPL",320,"132.05","42256.00","0","Apple Inc","Portfolio Joshua"
"2021-01-11","AAPL",320,"128.98","41273.60","0.00","Apple Inc","Portfolio Joshua"
"2021-01-12","AAPL",320,"128.80","41216.00","0.00","Apple Inc","Portfolio Joshua"
"2021-01-13","AAPL",320,"130.89","41884.80","0.00","Apple Inc","Portfolio Joshua"
"2021-01-14","AAPL",320,"128.91","41251.20","0.00","Apple Inc","Portfolio Joshua"
"2021-01-15","AAPL",320,"127.14","40684.80","0.00","Apple Inc","Portfolio Joshua"
"2021-01-16","AAPL",320,"127.14","40684.80","0","Apple Inc","Portfolio Joshua"
"2021-01-17","AAPL",320,"127.14","40684.80","0","Apple Inc","Portfolio Joshua"
"2021-01-18","AAPL",320,"127.14","40684.80","0","Apple Inc","Portfolio Joshua"
"2021-01-19","AAPL",320,"127.83","40905.60","0.00","Apple Inc","Portfolio Joshua"
"2021-01-20","AAPL",320,"132.03","42249.60","0.00","Apple Inc","Portfolio Joshua"
"2021-01-21","AAPL",320,"136.87","43798.40","0.00","Apple Inc","Portfolio Joshua"
"2021-01-22","AAPL",320,"139.07","44502.40","0.00","Apple Inc","Portfolio Joshua"
"2021-01-23","AAPL",320,"139.07","44502.40","0","Apple Inc","Portfolio Joshua"
"2021-01-24","AAPL",320,"139.07","44502.40","0","Apple Inc","Portfolio Joshua"
"2021-01-25","AAPL",320,"142.92","45734.40","0.00","Apple Inc","Portfolio Joshua"
"2021-01-26","AAPL",320,"143.16","45811.20","0.00","Apple Inc","Portfolio Joshua"
"2021-01-27","AAPL",320,"142.06","45459.20","0.00","Apple Inc","Portfolio Joshua"
"2021-01-28","AAPL",320,"137.09","43868.80","0.00","Apple Inc","Portfolio Joshua"
"2021-01-29","AAPL",320,"131.96","42227.20","0.00","Apple Inc","Portfolio Joshua"
"2021-01-30","AAPL",320,"131.96","42227.20","0","Apple Inc","Portfolio Joshua"
"2021-01-31","AAPL",320,"131.96","42227.20","0","Apple Inc","Portfolio Joshua"
"2021-02-01","AAPL",320,"134.14","42924.80","0.00","Apple Inc","Portfolio Joshua"
"2021-02-02","AAPL",320,"134.99","43196.80","0.00","Apple Inc","Portfolio Joshua"
"2021-02-03","AAPL",320,"133.94","42860.80","0.00","Apple Inc","Portfolio Joshua"
"2021-02-04","AAPL",320,"137.39","43964.80","0.00","Apple Inc","Portfolio Joshua"
"2021-02-05","AAPL",320,"136.76","43763.20","67.20","Apple Inc","Portfolio Joshua"
"2021-02-06","AAPL",320,"136.76","43763.20","0","Apple Inc","Portfolio Joshua"
"2021-02-07","AAPL",320,"136.76","43763.20","0","Apple Inc","Portfolio Joshua"
"2021-02-08","AAPL",320,"136.91","43811.20","0.00","Apple Inc","Portfolio Joshua"
"2021-02-09","AAPL",320,"136.01","43523.20","0.00","Apple Inc","Portfolio Joshua"
"2021-02-10","AAPL",320,"135.39","43324.80","0.00","Apple Inc","Portfolio Joshua"
"2021-02-11","AAPL",320,"135.13","43241.60","0.00","Apple Inc","Portfolio Joshua"
"2021-02-12","AAPL",320,"135.37","43318.40","0.00","Apple Inc","Portfolio Joshua"
"2021-02-13","AAPL",320,"135.37","43318.40","0","Apple Inc","Portfolio Joshua"
"2021-02-14","AAPL",320,"135.37","43318.40","0","Apple Inc","Portfolio Joshua"
"2021-02-15","AAPL",320,"135.37","43318.40","0","Apple Inc","Portfolio Joshua"
"2021-02-16","AAPL",320,"133.19","42620.80","0.00","Apple Inc","Portfolio Joshua"
"2021-02-17","AAPL",320,"130.84","41868.80","0.00","Apple Inc","Portfolio Joshua"
"2021-02-18","AAPL",320,"129.71","41507.20","0.00","Apple Inc","Portfolio Joshua"
"2021-02-19","AAPL",320,"129.87","41558.40","0.00","Apple Inc","Portfolio Joshua"
"2021-02-20","AAPL",320,"129.87","41558.40","0","Apple Inc","Portfolio Joshua"
"2021-02-21","AAPL",320,"129.87","41558.40","0","Apple Inc","Portfolio Joshua"
"2021-02-22","AAPL",320,"126.00","40320.00","0.00","Apple Inc","Portfolio Joshua"
"2021-02-23","AAPL",320,"125.86","40275.20","0.00","Apple Inc","Portfolio Joshua"
"2021-02-24","AAPL",320,"125.35","40112.00","0.00","Apple Inc","Portfolio Joshua"
"2021-02-25","AAPL",320,"120.99","38716.80","0.00","Apple Inc","Portfolio Joshua"
"2021-02-26","AAPL",320,"121.26","38803.20","0.00","Apple Inc","Portfolio Joshua"
"2021-02-27","AAPL",320,"121.26","38803.20","0","Apple Inc","Portfolio Joshua"
"2021-02-28","AAPL",320,"121.26","38803.20","0","Apple Inc","Portfolio Joshua"
"2021-03-01","AAPL",320,"127.79","40892.80","0.00","Apple Inc","Portfolio Joshua"
"2021-03-02","AAPL",320,"125.12","40038.40","0.00","Apple Inc","Portfolio Joshua"
"2021-03-03","AAPL",320,"122.06","39059.20","0.00","Apple Inc","Portfolio Joshua"
"2021-03-04","AAPL",320,"120.13","38441.60","0.00","Apple Inc","Portfolio Joshua"
"2021-03-05","AAPL",320,"121.42","38854.40","0.00","Apple Inc","Portfolio Joshua"
"2021-03-06","AAPL",320,"121.42","38854.40","0","Apple Inc","Portfolio Joshua"
"2021-03-07","AAPL",320,"121.42","38854.40","0","Apple Inc","Portfolio Joshua"
"2021-03-08","AAPL",320,"116.36","37235.20","0.00","Apple Inc","Portfolio Joshua"
"2021-03-09","AAPL",320,"121.09","38748.80","0.00","Apple Inc","Portfolio Joshua"
"2021-03-10","AAPL",320,"119.98","38393.60","0.00","Apple Inc","Portfolio Joshua"
"2021-03-11","AAPL",320,"121.96","39027.20","0.00","Apple Inc","Portfolio Joshua"
"2021-03-12","AAPL",320,"121.03","38729.60","0.00","Apple Inc","Portfolio Joshua"
"2021-03-13","AAPL",320,"121.03","38729.60","0","Apple Inc","Portfolio Joshua"
"2021-03-14","AAPL",320,"121.03","38729.60","0","Apple Inc","Portfolio Joshua"
"2021-03-15","AAPL",320,"123.99","39676.80","0.00","Apple Inc","Portfolio Joshua"
"2021-03-16","AAPL",320,"125.57","40182.40","0.00","Apple Inc","Portfolio Joshua"
"2021-03-17","AAPL",320,"124.76","39923.20","0.00","Apple Inc","Portfolio Joshua"
"2021-03-18","AAPL",320,"120.53","38569.60","0.00","Apple Inc","Portfolio Joshua"
"2021-03-19","AAPL",320,"119.99","38396.80","0.00","Apple Inc","Portfolio Joshua"
"2021-03-20","AAPL",320,"119.99","38396.80","0","Apple Inc","Portfolio Joshua"
"2021-03-21","AAPL",320,"119.99","38396.80","0","Apple Inc","Portfolio Joshua"
"2021-03-22","AAPL",320,"123.39","39484.80","0.00","Apple Inc","Portfolio Joshua"
"2021-03-23","AAPL",320,"122.54","39212.80","0.00","Apple Inc","Portfolio Joshua"
